Course_Name,Company_Offering,Skills_Gained,Ratings,Number_of_Ratings,Course_Link
Data Science: Foundations using R,Johns Hopkins University,"Data Analysis, R Programming, Statistical Programming, Exploratory Data Analysis, Computer Programming, Computer Programming Tools, Data Management, Programming Principles, Data Analysis Software, Data Structures, Statistical Analysis, Critical Thinking, Problem Solving, General Statistics, Process Analysis, Basic Descriptive Statistics, Computational Thinking, Big Data, Data Visualization, Data Visualization Software, Databases, Extract, Transform, Load, Plot (Graphics), Communication, Computer Graphic Techniques, Computer Graphics, Interactive Data Visualization, Knitr, Visualization (Computer Graphics), User Experience",4.6,48000,https://www.coursera.org/specializations/data-science-foundations-r
Achieving Personal and Professional Success,University of Pennsylvania,"Communication, Critical Thinking, Human Learning, People Analysis, Professional Development, Leadership Development, Leadership and Management, Decision Making, Planning, Emotional Intelligence, People Development, Adaptability, Negotiation, Influencing, Innovation",4.7,1000,https://www.coursera.org/specializations/wharton-success
Think like a CFO,IESE Business School,"Finance, Financial Accounting, Accounting, Investment Management, Financial Management, Financial Analysis, Leadership and Management, Risk Management, Business Analysis, Corporate Accouting, Management Accounting",4.8,8000,https://www.coursera.org/specializations/thinklikeacfo
Excel Basics for Data Analysis,IBM,"Microsoft Excel, Spreadsheet Software, Data Analysis, Data Science",4.8,3000,https://www.coursera.org/learn/excel-basics-data-analysis-ibm
Fintech: Foundations & Applications of Financial Technology,University of Pennsylvania,"FinTech, Finance, BlockChain, Innovation, Investment Management, Financial Management, Financial Analysis, Risk Management, General Statistics, Payments, Algorithms, Behavioral Economics, Entrepreneurial Finance, Market Research, Cryptography, Customer Analysis, Human Learning, Machine Learning Algorithms, Machine Learning Software, Securities Trading, System Security, Applied Machine Learning, Machine Learning, Product Strategy, Business Transformation, Systems Design",4.6,5000,https://www.coursera.org/specializations/wharton-fintech
Tools for Data Science,IBM,"Data Science, R Programming, Cloud Computing, Computer Programming, IBM Cloud, Python Programming",4.5,28000,https://www.coursera.org/learn/open-source-tools-for-data-science
Programming for Everybody (Getting Started with Python),University of Michigan,"Algorithms, Computational Logic, Computational Thinking, Computer Programming, Computer Programming Tools, Critical Thinking, Problem Solving, Programming Principles, Python Programming, Software Engineering, Theoretical Computer Science",4.8,226000,https://www.coursera.org/learn/python
Financial Engineering and Risk Management,Columbia University,"Finance, Risk Management, Probability & Statistics, Leadership and Management, Mathematics, Investment Management, Securities Sales, Securities Trading, Computer Programming",4.5,240,https://www.coursera.org/specializations/financialengineering
Entrepreneurship: Growing Your Business,University of Virginia,"Leadership and Management, Strategy and Operations, Strategy, Critical Thinking, Leadership Development, Decision Making, Business Development, Entrepreneurship, Human Learning, Business Analysis, Communication, Finance, Account Management, Accounting, Accounts Payable and Receivable, Emotional Intelligence, Financial Accounting, Financial Analysis, General Accounting, Generally Accepted Accounting Principles (GAAP), Organizational Development, Planning, Problem Solving, Business Transformation, Marketing, Sales, Business Design, Financial Management, Payments, Customer Success, Innovation",4.8,2000,https://www.coursera.org/specializations/entrepreneurship-growing-your-business
Generative AI: Introduction and Applications,IBM,Natural Language Processing,4.6,347,https://www.coursera.org/learn/generative-ai-introduction-and-applications
Successful Negotiation: Essential Strategies and Skills,University of Michigan,"Contract Management, Negotiation, Communication, Decision Making, Strategy",4.8,19000,https://www.coursera.org/learn/negotiation-skills
Data Analysis with R Programming,Google,"R Programming, Data Analysis, Computer Programming, Data Visualization, SQL",4.8,5000,https://www.coursera.org/learn/data-analysis-r
Mathematics for Machine Learning,Imperial College London,"Algebra, Linear Algebra, Mathematics, Machine Learning, Mathematical Theory & Analysis, Computer Programming, Python Programming, Machine Learning Algorithms, Calculus, Algorithms, Differential Equations, Applied Mathematics, Problem Solving, Statistical Analysis, Data Visualization, Dimensionality Reduction, Computer Programming Tools, Regression",4.6,14000,https://www.coursera.org/specializations/mathematics-machine-learning
Databases and SQL for Data Science with Python,IBM,"Python Programming, Computer Programming, Data Analysis, Data Analysis Software, Data Management, Database Application, Database Theory, Databases, SQL, Cloud Computing, IBM Cloud",4.6,19000,https://www.coursera.org/learn/sql-data-science
AI Fundamentals for Non-Data Scientists,University of Pennsylvania,"Machine Learning, Machine Learning Algorithms, Artificial Neural Networks, Data Analysis, Deep Learning, Human Learning, Big Data",4.8,305,https://www.coursera.org/learn/wharton-ai-fundamentals-non-data-scientists
Meta Marketing Analytics,Meta,"Marketing, Digital Marketing, Advertising, Data Analysis, Marketing Management, Media Strategy & Planning, Business Analysis, Statistical Analysis, Probability & Statistics, Market Analysis, Communication, General Statistics, Experiment, Regression, Statistical Tests, Market Research, Basic Descriptive Statistics, Probability Distribution, Brand Management, Forecasting, Research and Design, Data Visualization, Computer Programming, Data Management, Databases, Python Programming, SQL, Statistical Programming, Storytelling, Tableau Software",4.8,2000,https://www.coursera.org/professional-certificates/facebook-marketing-analytics
Capstone: Applying Project Management in the Real World,Google,"Communication, Leadership and Management, Planning, Problem Solving, Project Management",4.8,8000,https://www.coursera.org/learn/applying-project-management
"Assets, Threats, and Vulnerabilities",Google,"Cryptography, Linux",4.8,8000,https://www.coursera.org/learn/assets-threats-and-vulnerabilities
Software Product Management,University of Alberta,"Software Engineering, Agile Software Development, Product Management, Design and Product, Leadership and Management, Project Management, Planning, Application Development, Product Design, Communication, Entrepreneurship, Strategy and Operations, Business Analysis, Collaboration, User Experience, Scrum (Software Development), Supply Chain and Logistics",4.7,11000,https://www.coursera.org/specializations/product-management
Machine Learning with Python,IBM,"Machine Learning, Algorithms, Data Analysis, Human Learning, Python Programming, Regression",4.7,15000,https://www.coursera.org/learn/machine-learning-with-python
Leading People and Teams,University of Michigan,"Human Resources, Leadership and Management, People Development, Strategy and Operations, Leadership Development, Talent Management, Business Psychology, People Analysis, Communication, People Management, Strategy, Human Learning, Human Resources Operations, Business Communication, Collaboration, Influencing, Performance Management, Conflict Management, Business Analysis, Marketing, Recruitment",4.7,10000,https://www.coursera.org/specializations/leading-teams
Introduction to Healthcare,Stanford University,,4.8,854,https://www.coursera.org/learn/intro-to-healthcare
"Influencing: Storytelling, Change Management and Governance",Macquarie University,"Leadership and Management, Communication, Business Psychology, Strategy and Operations, Change Management, Conflict Management, Influencing, Organizational Development, Risk Management, Marketing, Negotiation, Sales, Critical Thinking, Decision Making, Entrepreneurship, Human Resources, Probability & Statistics, Business Communication, Employee Relations, Business Process Management, Finance, Statistical Tests, Tensorflow, Storytelling",4.8,7000,https://www.coursera.org/specializations/influencing-storytelling-change-management
TensorFlow: Advanced Techniques,DeepLearning.AI,"Deep Learning, Machine Learning, Tensorflow, Artificial Neural Networks, Applied Machine Learning, Python Programming, Machine Learning Algorithms, Human Learning, Computer Vision, Computer Programming, Network Model, Machine Learning Software, Network Architecture, Training, Visualization (Computer Graphics), Computer Graphic Techniques, Strategy",4.8,5000,https://www.coursera.org/specializations/tensorflow-advanced-techniques
Preparation for CompTIA A+ Certification,IBM,"Linux, Operating Systems",4.6,36,https://www.coursera.org/specializations/preparation-comptia-certification
Artificial Intelligence in Marketing,University of Virginia,"Digital Marketing, Marketing, Algorithms, Customer Relationship Management, Market Analysis, Strategy, Business Analysis, Machine Learning Algorithms, Market Research, Strategy and Operations",4.5,179,https://www.coursera.org/learn/uva-darden-artificial-intelligence-marketing
Geographic Information Systems  (GIS),"University of California, Davis","ArcGIS, Data Analysis, Data Visualization, GIS Software, Spatial Analysis, Spatial Data Analysis, Data Visualization Software, Databases, Geovisualization, Interactive Data Visualization, Leadership and Management",4.8,9000,https://www.coursera.org/specializations/gis
The Business of Health Care,University of Pennsylvania,"Leadership and Management, Finance, Decision Making, Performance Management, Strategy and Operations, Operations Management, Business Analysis, Financial Analysis, Financial Management, Business Psychology, Accounting, Accounts Payable and Receivable, Financial Accounting, General Accounting, Management Accounting, People Management, People Analysis, Strategy, Business Process Management, Innovation, Leadership Development, Payments, Behavioral Economics, Problem Solving, Compensation, Correlation And Dependence, Insurance Sales, Research and Design, Risk Management",4.6,8000,https://www.coursera.org/specializations/healthcare-administration-management
